"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","342","shouldContainMultipleProductsInCart","Sauce Demo Cross Browser Suite","Mon May 25 14:47:12 UTC 2026","passed","Mon May 25 14:47:12 UTC 2026","tests.CartTest","Edge Tests","tests.CartTest","shouldContainMultipleProductsInCart"
"","214","shouldReturnToProductsPageFromCart","Sauce Demo Cross Browser Suite","Mon May 25 14:47:32 UTC 2026","passed","Mon May 25 14:47:32 UTC 2026","tests.CartTest","Chrome Tests","tests.CartTest","shouldReturnToProductsPageFromCart"
"","339","Проверка перехода в корзину","Sauce Demo Cross Browser Suite","Mon May 25 14:47:26 UTC 2026","passed","Mon May 25 14:47:26 UTC 2026","tests.ProductsTest","Chrome Tests","tests.ProductsTest","shouldNavigateToCartPage"
"","390","checkoutInformationCancelReturnsToCart","Sauce Demo Cross Browser Suite","Mon May 25 14:46:50 UTC 2026","passed","Mon May 25 14:46:50 UTC 2026","tests.CheckoutInformationTest","Edge Tests","tests.CheckoutInformationTest","checkoutInformationCancelReturnsToCart"
"","209","shouldReturnToProductsPageFromCart","Sauce Demo Cross Browser Suite","Mon May 25 14:47:33 UTC 2026","passed","Mon May 25 14:47:34 UTC 2026","tests.CartTest","Edge Tests","tests.CartTest","shouldReturnToProductsPageFromCart"
"","169","Проверка добавления товара в корзину и корректности его отображения","Sauce Demo Cross Browser Suite","Mon May 25 14:46:27 UTC 2026","passed","Mon May 25 14:46:27 UTC 2026","tests.CartTest","Chrome Tests","tests.CartTest","shouldContainCorrectProductInCart"
"","411","checkNegativeLogin","Sauce Demo Cross Browser Suite","Mon May 25 14:46:22 UTC 2026","passed","Mon May 25 14:46:22 UTC 2026","tests.LoginTest","Edge Tests","tests.LoginTest","checkNegativeLogin"
"","139","Проверка отображения всех товаров","Sauce Demo Cross Browser Suite","Mon May 25 14:47:31 UTC 2026","passed","Mon May 25 14:47:31 UTC 2026","tests.ProductsTest","Edge Tests","tests.ProductsTest","shouldDisplayAllProductsOnPage"
"","787","checkoutInformationEmptyFieldsError","Sauce Demo Cross Browser Suite","Mon May 25 14:46:29 UTC 2026","passed","Mon May 25 14:46:29 UTC 2026","tests.CheckoutInformationTest","Chrome Tests","tests.CheckoutInformationTest","checkoutInformationEmptyFieldsError"
"","176","Проверка открытия страницы корзины и отображения заголовка 'Your Cart'","Sauce Demo Cross Browser Suite","Mon May 25 14:46:11 UTC 2026","passed","Mon May 25 14:46:11 UTC 2026","tests.CartTest","Edge Tests","tests.CartTest","shouldBeOnCartPage"
"","10193","shouldRemoveProductFromCart","Sauce Demo Cross Browser Suite","Mon May 25 14:46:38 UTC 2026","passed","Mon May 25 14:46:48 UTC 2026","tests.CartTest","Edge Tests","tests.CartTest","shouldRemoveProductFromCart"
"","271","Проверка добавления товара в корзину","Sauce Demo Cross Browser Suite","Mon May 25 14:46:37 UTC 2026","passed","Mon May 25 14:46:37 UTC 2026","tests.ProductsTest","Edge Tests","tests.ProductsTest","shouldAddProductToCart"
"","929","checkFinishOrder","Sauce Demo Cross Browser Suite","Mon May 25 14:46:51 UTC 2026","passed","Mon May 25 14:46:52 UTC 2026","tests.CheckoutOverviewTest","Edge Tests","tests.CheckoutOverviewTest","checkFinishOrder"
"","841","checkSuccessMessageDisplayed","Sauce Demo Cross Browser Suite","Mon May 25 14:46:17 UTC 2026","passed","Mon May 25 14:46:18 UTC 2026","tests.CheckoutCompleteTest","Edge Tests","tests.CheckoutCompleteTest","checkSuccessMessageDisplayed"
"","388","checkNegativeLogin","Sauce Demo Cross Browser Suite","Mon May 25 14:46:20 UTC 2026","passed","Mon May 25 14:46:20 UTC 2026","tests.LoginTest","Edge Tests","tests.LoginTest","checkNegativeLogin"
"","371","Проверка увеличения бейджа корзины","Sauce Demo Cross Browser Suite","Mon May 25 14:47:10 UTC 2026","passed","Mon May 25 14:47:10 UTC 2026","tests.ProductsTest","Edge Tests","tests.ProductsTest","shouldIncreaseCartBadgeWhenAddingTwoProducts"
"","151","Проверка отображения всех товаров","Sauce Demo Cross Browser Suite","Mon May 25 14:47:30 UTC 2026","passed","Mon May 25 14:47:30 UTC 2026","tests.ProductsTest","Chrome Tests","tests.ProductsTest","shouldDisplayAllProductsOnPage"
"","832","checkoutInformationEmptyFieldsError","Sauce Demo Cross Browser Suite","Mon May 25 14:46:30 UTC 2026","passed","Mon May 25 14:46:30 UTC 2026","tests.CheckoutInformationTest","Edge Tests","tests.CheckoutInformationTest","checkoutInformationEmptyFieldsError"
"","373","checkNegativeLogin","Sauce Demo Cross Browser Suite","Mon May 25 14:46:24 UTC 2026","passed","Mon May 25 14:46:24 UTC 2026","tests.LoginTest","Edge Tests","tests.LoginTest","checkNegativeLogin"
"","413","checkNegativeLogin","Sauce Demo Cross Browser Suite","Mon May 25 14:46:24 UTC 2026","passed","Mon May 25 14:46:24 UTC 2026","tests.LoginTest","Chrome Tests","tests.LoginTest","checkNegativeLogin"
"","246","Проверка добавления товара в корзину","Sauce Demo Cross Browser Suite","Mon May 25 14:46:35 UTC 2026","passed","Mon May 25 14:46:35 UTC 2026","tests.ProductsTest","Chrome Tests","tests.ProductsTest","shouldAddProductToCart"
"","1022","checkBackHomeReturnsToProducts","Sauce Demo Cross Browser Suite","Mon May 25 14:46:54 UTC 2026","passed","Mon May 25 14:46:55 UTC 2026","tests.CheckoutCompleteTest","Edge Tests","tests.CheckoutCompleteTest","checkBackHomeReturnsToProducts"
"","262","Проверка появления кнопки Remove","Sauce Demo Cross Browser Suite","Mon May 25 14:46:56 UTC 2026","passed","Mon May 25 14:46:57 UTC 2026","tests.ProductsTest","Edge Tests","tests.ProductsTest","shouldChangeAddToCartButtonToRemove"
"","920","checkCompleteOrderText","Sauce Demo Cross Browser Suite","Mon May 25 14:46:33 UTC 2026","passed","Mon May 25 14:46:34 UTC 2026","tests.CheckoutCompleteTest","Chrome Tests","tests.CheckoutCompleteTest","checkCompleteOrderText"
"","512","Проверка увеличения бейджа корзины","Sauce Demo Cross Browser Suite","Mon May 25 14:47:08 UTC 2026","passed","Mon May 25 14:47:09 UTC 2026","tests.ProductsTest","Chrome Tests","tests.ProductsTest","shouldIncreaseCartBadgeWhenAddingTwoProducts"
"","162","Проверка отображения карточки товара","Sauce Demo Cross Browser Suite","Mon May 25 14:46:26 UTC 2026","passed","Mon May 25 14:46:26 UTC 2026","tests.ProductsTest","Edge Tests","tests.ProductsTest","shouldDisplayProductCardWithNameAndPrice"
"","703","successCheckoutInformationFill","Sauce Demo Cross Browser Suite","Mon May 25 14:46:13 UTC 2026","passed","Mon May 25 14:46:13 UTC 2026","tests.CheckoutInformationTest","Chrome Tests","tests.CheckoutInformationTest","successCheckoutInformationFill"
"","186","Проверка отображения карточки товара","Sauce Demo Cross Browser Suite","Mon May 25 14:46:25 UTC 2026","passed","Mon May 25 14:46:26 UTC 2026","tests.ProductsTest","Chrome Tests","tests.ProductsTest","shouldDisplayProductCardWithNameAndPrice"
"","920","checkCompleteOrderText","Sauce Demo Cross Browser Suite","Mon May 25 14:46:34 UTC 2026","passed","Mon May 25 14:46:35 UTC 2026","tests.CheckoutCompleteTest","Edge Tests","tests.CheckoutCompleteTest","checkCompleteOrderText"
"","391","checkNegativeLogin","Sauce Demo Cross Browser Suite","Mon May 25 14:46:20 UTC 2026","passed","Mon May 25 14:46:20 UTC 2026","tests.LoginTest","Chrome Tests","tests.LoginTest","checkNegativeLogin"
"","237","Проверка перехода в корзину","Sauce Demo Cross Browser Suite","Mon May 25 14:47:28 UTC 2026","passed","Mon May 25 14:47:28 UTC 2026","tests.ProductsTest","Edge Tests","tests.ProductsTest","shouldNavigateToCartPage"
"","971","checkCancelReturnsToCart","Sauce Demo Cross Browser Suite","Mon May 25 14:46:32 UTC 2026","passed","Mon May 25 14:46:33 UTC 2026","tests.CheckoutOverviewTest","Edge Tests","tests.CheckoutOverviewTest","checkCancelReturnsToCart"
"","815","checkSuccessMessageDisplayed","Sauce Demo Cross Browser Suite","Mon May 25 14:46:17 UTC 2026","passed","Mon May 25 14:46:18 UTC 2026","tests.CheckoutCompleteTest","Chrome Tests","tests.CheckoutCompleteTest","checkSuccessMessageDisplayed"
"","223","Проверка добавления товара в корзину и корректности его отображения","Sauce Demo Cross Browser Suite","Mon May 25 14:46:28 UTC 2026","passed","Mon May 25 14:46:28 UTC 2026","tests.CartTest","Edge Tests","tests.CartTest","shouldContainCorrectProductInCart"
"","305","shouldDisplayActionButtonsInCart","Sauce Demo Cross Browser Suite","Mon May 25 14:47:24 UTC 2026","passed","Mon May 25 14:47:24 UTC 2026","tests.CartTest","Chrome Tests","tests.CartTest","shouldDisplayActionButtonsInCart"
"","10273","Проверка уменьшения бейджа после удаления товара","Sauce Demo Cross Browser Suite","Mon May 25 14:47:13 UTC 2026","passed","Mon May 25 14:47:24 UTC 2026","tests.ProductsTest","Edge Tests","tests.ProductsTest","shouldDecreaseCartBadgeWhenRemovingProduct"
"","10498","Проверка уменьшения бейджа после удаления товара","Sauce Demo Cross Browser Suite","Mon May 25 14:47:12 UTC 2026","passed","Mon May 25 14:47:23 UTC 2026","tests.ProductsTest","Chrome Tests","tests.ProductsTest","shouldDecreaseCartBadgeWhenRemovingProduct"
"","714","checkOverviewPageElements","Sauce Demo Cross Browser Suite","Mon May 25 14:46:15 UTC 2026","passed","Mon May 25 14:46:16 UTC 2026","tests.CheckoutOverviewTest","Edge Tests","tests.CheckoutOverviewTest","checkOverviewPageElements"
"","10281","shouldRemoveProductFromCart","Sauce Demo Cross Browser Suite","Mon May 25 14:46:37 UTC 2026","passed","Mon May 25 14:46:47 UTC 2026","tests.CartTest","Chrome Tests","tests.CartTest","shouldRemoveProductFromCart"
"","196","shouldNavigateToCheckoutPage","Sauce Demo Cross Browser Suite","Mon May 25 14:47:29 UTC 2026","passed","Mon May 25 14:47:29 UTC 2026","tests.CartTest","Edge Tests","tests.CartTest","shouldNavigateToCheckoutPage"
